SendShipNO,NO,SendTime,Lon,Lat,SOG,COG,geometry
4,31,168,119.94790482590162,35.141371094442576,20.0,266.9640138419399,POINT (119.94790482590162 35.141371094442576)
4,32,168,119.82964981529862,35.17059466215281,13.153424178473907,255.1592199352332,POINT (119.82964981529862 35.17059466215281)
4,76,168,119.95119331329451,35.19158264240914,5.064904321218777,61.9363455099253,POINT (119.95119331329451 35.19158264240914)
4,83,168,119.84898275605248,35.26474330283486,5.317514379485425,109.6651453044791,POINT (119.84898275605248 35.26474330283486)
4,84,168,119.8683468617211,35.16269364994368,9.791124746343904,118.11212508677295,POINT (119.8683468617211 35.16269364994368)
4,96,168,119.84900381349094,35.16335800178257,7.412296108335162,247.29357562351413,POINT (119.84900381349094 35.16335800178257)
4,106,168,119.87534848276366,35.14436854068544,2.700060498432178,103.06999816049589,POINT (119.87534848276366 35.14436854068544)
5,17,168,119.81294250205926,34.973356544978216,15.432101840030018,99.46594904061496,POINT (119.81294250205926 34.973356544978216)
5,18,168,119.78827962103018,35.04884783512562,14.75984063485533,55.07239946283528,POINT (119.78827962103018 35.04884783512562)
5,34,168,119.9123942172059,35.05804878762028,6.6240270363164315,43.31511447754928,POINT (119.9123942172059 35.05804878762028)
5,59,168,119.87429986320672,35.007377790308524,20.0,145.60338742185874,POINT (119.87429986320672 35.007377790308524)
5,79,168,119.79730324050679,35.06378314054521,5.944326231576604,277.4293993840827,POINT (119.79730324050679 35.06378314054521)
5,102,168,119.85380586469053,34.93855718478623,18.407322664902864,327.62331510917375,POINT (119.85380586469053 34.93855718478623)
6,12,168,119.85064466293235,34.88951976073656,20.0,290.4571995233575,POINT (119.85064466293235 34.88951976073656)
6,51,168,119.86651590143713,34.85029057096412,12.445635726891064,199.55170062606308,POINT (119.86651590143713 34.85029057096412)
6,55,168,119.96338088561956,34.8195856687652,7.554640445704413,189.36210364236862,POINT (119.96338088561956 34.8195856687652)
6,65,168,119.8815651966996,34.86216156561875,11.450709616421628,247.57531339911856,POINT (119.8815651966996 34.86216156561875)
6,75,168,119.89659252386717,34.888158247527365,6.591303209124673,25.45710331422947,POINT (119.89659252386717 34.888158247527365)
6,82,168,119.88352581532378,34.85413834038037,6.141085403610336,152.53713392140975,POINT (119.88352581532378 34.85413834038037)
6,86,168,119.87465419801659,34.83489562617335,9.2491332353821,77.88190632185234,POINT (119.87465419801659 34.83489562617335)
6,99,168,119.89635419136712,34.764484245510495,11.745710426404333,91.74772783886105,POINT (119.89635419136712 34.764484245510495)
6,100,168,119.98517904525252,34.804948827334435,6.83675339189667,198.2133301009639,POINT (119.98517904525252 34.804948827334435)
6,108,168,119.89836569779051,34.85861827548383,9.317121416914512,37.1502429981778,POINT (119.89836569779051 34.85861827548383)
6,7,168,119.99587020749118,34.817939040526376,12.034453972252845,69.68389784252875,POINT (119.99587020749118 34.817939040526376)
7,39,168,120.0918929599967,34.897490325483126,12.756324970351752,205.17748794614286,POINT (120.0918929599967 34.897490325483126)
7,55,168,119.98361264884964,34.82259310859161,9.387077520950694,203.6101127132142,POINT (119.98361264884964 34.82259310859161)
7,66,168,120.03579972517801,34.84000443965847,13.26030014918533,1.5396271600699265,POINT (120.03579972517801 34.84000443965847)
7,92,168,120.04620717464628,34.83512827320314,14.354524003224448,27.91978186115847,POINT (120.04620717464628 34.83512827320314)
7,101,168,120.06642264233848,34.760356160158786,12.619279292107553,165.9677645017818,POINT (120.06642264233848 34.760356160158786)
7,107,168,120.02263558027639,34.81029173254172,8.52885583180009,286.8218708001939,POINT (120.02263558027639 34.81029173254172)
8,35,168,120.1637292325685,34.835501184865414,15.366370594411107,350.0488256875394,POINT (120.1637292325685 34.835501184865414)
8,37,168,120.17881829704753,34.832342457373855,9.744477621231093,219.82868032807323,POINT (120.17881829704753 34.832342457373855)
8,39,168,120.11901498508479,34.910770239759515,13.740206511600924,171.85110324491956,POINT (120.11901498508479 34.910770239759515)
8,50,168,120.08197011855748,34.93395789109184,18.015449889869522,291.29756590449836,POINT (120.08197011855748 34.93395789109184)
8,78,168,120.20051289213592,34.82695974716767,20.0,245.31031665832916,POINT (120.20051289213592 34.82695974716767)
8,3,168,120.16042133597107,34.88714790704806,6.612624460448158,300.68072639309315,POINT (120.16042133597107 34.88714790704806)
9,26,168,120.25379733173236,34.9928240517947,13.867695304699867,20.09271925652996,POINT (120.25379733173236 34.9928240517947)
9,27,168,120.15898350554839,35.0502066976982,7.179051716086828,249.88690741771526,POINT (120.15898350554839 35.0502066976982)
9,41,168,120.13599037277979,35.124845075537245,20.0,347.0972622231386,POINT (120.13599037277979 35.124845075537245)
9,45,168,120.21311554645179,35.07292349776637,5.816545090124193,171.44845780870475,POINT (120.21311554645179 35.07292349776637)
9,52,168,120.21512566235245,34.992930100227525,19.81807301105876,132.49152772064397,POINT (120.21512566235245 34.992930100227525)
9,67,168,120.18339018492634,35.084676801098304,9.938369623852427,251.07636671131772,POINT (120.18339018492634 35.084676801098304)
9,90,168,120.25593577388761,35.104619384820715,2.0,308.7188823889687,POINT (120.25593577388761 35.104619384820715)
0,15,172,119.97754720907878,34.99868924878895,13.89546657461274,15.412458744438254,POINT (119.97754720907878 34.99868924878895)
0,19,172,119.97049619942194,34.99749292130585,10.301101009518165,350.74584489273826,POINT (119.97049619942194 34.99749292130585)
0,21,172,120.05962576346438,34.9673006844873,9.832878494488881,111.27180486697534,POINT (120.05962576346438 34.9673006844873)
0,25,172,119.99607790513102,34.927832916561854,5.314437041531854,56.29940740238947,POINT (119.99607790513102 34.927832916561854)
0,28,172,120.00944498929394,34.980415292400096,16.56915429150207,51.37348977812144,POINT (120.00944498929394 34.980415292400096)
0,49,172,119.99313047487261,34.955656440939904,13.77793105461583,58.03874454657421,POINT (119.99313047487261 34.955656440939904)
0,66,172,120.02842615774833,34.86193582533807,11.815049190253285,225.07558065438158,POINT (120.02842615774833 34.86193582533807)
0,74,172,119.9694812117422,34.97086044139496,20.0,331.4446823282913,POINT (119.9694812117422 34.97086044139496)
0,89,172,120.03827555169251,34.976255808198886,13.552356414019025,179.6737397230841,POINT (120.03827555169251 34.976255808198886)
0,91,172,120.02889317871983,34.973939241061316,2.0,77.276443700187,POINT (120.02889317871983 34.973939241061316)
0,92,172,120.03856726697201,34.85711909946735,19.120892956683107,37.54749542247505,POINT (120.03856726697201 34.85711909946735)
0,98,172,120.05151074619015,34.96569869844062,2.0,95.69395530864244,POINT (120.05151074619015 34.96569869844062)
0,108,172,119.9112640779533,34.883394915205436,14.840111041042128,201.2495154279734,POINT (119.9112640779533 34.883394915205436)
1,35,172,120.16413355849032,34.829416587774006,11.19662620011406,15.655743612652145,POINT (120.16413355849032 34.829416587774006)
1,37,172,120.17899240433576,34.82542043229458,16.781937521751907,157.87057472276334,POINT (120.17899240433576 34.82542043229458)
1,39,172,120.1192347482295,34.90391299985558,18.337220798397937,242.41485085609222,POINT (120.1192347482295 34.90391299985558)
1,66,172,120.06310624597857,34.846784103395194,16.916456657900667,343.8055477350666,POINT (120.06310624597857 34.846784103395194)
1,92,172,120.07346452726175,34.84168721411664,20.0,7.220426903180638,POINT (120.07346452726175 34.84168721411664)
1,101,172,120.09366085243288,34.767116885735284,12.21119097873912,39.71201276258729,POINT (120.09366085243288 34.767116885735284)
1,3,172,120.15986199445594,34.880657203563125,9.496912238965859,52.47593684143612,POINT (120.15986199445594 34.880657203563125)
1,8,172,120.14403484562497,34.866867792234466,7.14225476300843,307.4554727372373,POINT (120.14403484562497 34.866867792234466)
2,23,172,120.08826903552938,35.05455796619966,2.0,122.70660714275598,POINT (120.08826903552938 35.05455796619966)
2,27,172,120.12831992350173,35.05713718348541,7.536020944667288,223.90852341838908,POINT (120.12831992350173 35.05713718348541)
2,28,172,120.02654534626167,35.01729714780709,20.0,9.38947059662712,POINT (120.02654534626167 35.01729714780709)
2,33,172,120.07431535002462,35.05327450476975,4.313897022283626,273.81462747698055,POINT (120.07431535002462 35.05327450476975)
2,67,172,120.15294034293257,35.09163473765578,8.769114518904455,255.5151429487109,POINT (120.15294034293257 35.09163473765578)
2,77,172,120.1259985055765,35.03119770845874,2.9447151193481567,145.85533192730819,POINT (120.1259985055765 35.03119770845874)
2,91,172,120.04640783844354,35.010438851223995,2.0,168.05337572254297,POINT (120.04640783844354 35.010438851223995)
3,35,172,120.16781156623568,34.83989305069475,16.36676594065338,295.13724906221177,POINT (120.16781156623568 34.83989305069475)
3,39,172,120.12389510864267,34.9149107326874,14.91151585712323,219.7674601859073,POINT (120.12389510864267 34.9149107326874)
3,52,172,120.20776701548712,34.95832806987749,16.027508446408348,244.46067749967358,POINT (120.20776701548712 34.95832806987749)
3,78,172,120.20447965412951,34.831182158530396,20.0,186.31644597949074,POINT (120.20447965412951 34.831182158530396)
4,30,172,119.8830742936589,35.257536834730196,11.695504851090039,252.2606302026664,POINT (119.8830742936589 35.257536834730196)
4,31,172,119.94870424601197,35.14164008497328,20.0,53.86483065150412,POINT (119.94870424601197 35.14164008497328)
4,76,172,119.9507724931353,35.19168157425276,9.427136311375477,325.8379365401569,POINT (119.9507724931353 35.19168157425276)
4,83,172,119.84960513657376,35.26489102225537,5.624739394320749,40.417098967710814,POINT (119.84960513657376 35.26489102225537)
4,84,172,119.86756285379619,35.16305736697612,4.489237865356666,87.7046762723534,POINT (119.86756285379619 35.16305736697612)
4,96,172,119.84854505696455,35.16341808575992,15.85663628113462,349.04045473623114,POINT (119.84854505696455 35.16341808575992)
4,97,172,119.92961799451737,35.23464032439127,11.819339180881514,247.58787607591142,POINT (119.92961799451737 35.23464032439127)
4,105,172,119.92549425885564,35.15586347349772,7.044470357360672,53.592242655869086,POINT (119.92549425885564 35.15586347349772)
4,106,172,119.87597144261127,35.14510125133762,6.42279769623037,75.88320208243957,POINT (119.87597144261127 35.14510125133762)
5,18,172,119.78807804697271,35.04943666935411,15.233024761217823,335.3609514843723,POINT (119.78807804697271 35.04943666935411)
5,59,172,119.87499300107186,35.00783709159841,20.0,109.32907354441413,POINT (119.87499300107186 35.00783709159841)
5,70,172,119.88082138862049,35.06740628458701,6.876232962455017,312.49536820870077,POINT (119.88082138862049 35.06740628458701)
5,79,172,119.79633350677203,35.06342121025757,8.428491788372936,282.67722107839927,POINT (119.79633350677203 35.06342121025757)
6,11,172,119.90078629832962,34.78623311271201,19.721027876600125,0.34109439166275024,POINT (119.90078629832962 34.78623311271201)
6,12,172,119.850322557676,34.8890420342801,15.07301719694857,222.74666660647824,POINT (119.850322557676 34.8890420342801)
6,20,172,119.85226262776267,34.74918818484633,10.680763765524503,295.68175083798496,POINT (119.85226262776267 34.74918818484633)
6,47,172,119.89674507113021,34.788799735946974,17.211267000694487,73.16006122212562,POINT (119.89674507113021 34.788799735946974)
6,51,172,119.86639567841291,34.85017060571802,5.809643644466531,220.46755958737515,POINT (119.86639567841291 34.85017060571802)
6,75,172,119.89669654175624,34.887837053438254,5.671123545477939,285.18431874990915,POINT (119.89669654175624 34.887837053438254)
6,86,172,119.8748972370227,34.835170735128244,17.09086867296685,28.850213053507588,POINT (119.8748972370227 34.835170735128244)
6,99,172,119.89668183369923,34.76466371885783,9.700646639840599,17.107460068237813,POINT (119.89668183369923 34.76466371885783)
6,108,172,119.89875351602821,34.85836156453427,10.0580785738925,141.25369910807734,POINT (119.89875351602821 34.85836156453427)
6,7,172,119.99560303352776,34.817641363597446,19.41003308210665,178.52070912492965,POINT (119.99560303352776 34.817641363597446)
7,55,172,119.98375225627504,34.822607645916214,8.180487249165164,192.60135523312806,POINT (119.98375225627504 34.822607645916214)
7,92,172,120.04673950756656,34.83519550567235,20.0,50.58979724356732,POINT (120.04673950756656 34.83519550567235)
7,101,172,120.06619292544771,34.76061750969117,7.7820325703553666,205.54701007003126,POINT (120.06619292544771 34.76061750969117)
7,107,172,120.02207683384393,34.81040319200814,10.121272630341743,210.95822382741497,POINT (120.02207683384393 34.81040319200814)
8,35,172,120.16396678924578,34.835784778858724,12.638962687195203,248.2816681252138,POINT (120.16396678924578 34.835784778858724)
8,39,172,120.11939713607458,34.91056518489554,11.403802438191216,78.02396179724552,POINT (120.11939713607458 34.91056518489554)
8,53,172,120.17343052021334,34.91379996843088,17.13585429369075,79.94227284353958,POINT (120.17343052021334 34.91379996843088)
8,78,172,120.20025585256846,34.82647800098863,20.0,142.9899889825842,POINT (120.20025585256846 34.82647800098863)
8,92,172,120.0741105344492,34.84838449667111,15.155892106319893,10.914663950470029,POINT (120.0741105344492 34.84838449667111)
8,1,172,120.14159528270677,34.850470153643066,10.92778380863281,163.37007710209772,POINT (120.14159528270677 34.850470153643066)
8,3,172,120.1597141155986,34.88754643636653,5.3814804836683265,288.68722542978765,POINT (120.1597141155986 34.88754643636653)
9,13,172,120.23778688094066,35.005188452706584,10.887780560160472,229.79334360110647,POINT (120.23778688094066 35.005188452706584)
9,26,172,120.25333864271973,34.99283223458086,9.515374170917418,10.369545891639973,POINT (120.25333864271973 34.99283223458086)
9,27,172,120.158730058375,35.05036321506638,14.466293026356755,283.927053814665,POINT (120.158730058375 35.05036321506638)
9,41,172,120.13667439359732,35.12506817800557,20.0,292.77442319752373,POINT (120.13667439359732 35.12506817800557)
9,43,172,120.25648733794372,35.04421388363143,15.01850931079682,75.0448669478113,POINT (120.25648733794372 35.04421388363143)
9,77,172,120.1561803749517,35.025022747948896,9.2099901805872,207.5240361669118,POINT (120.1561803749517 35.025022747948896)
9,85,172,120.19793068321358,35.02066288116801,17.883418688397008,202.93282608444667,POINT (120.19793068321358 35.02066288116801)
9,90,172,120.25683667609039,35.10482704455088,10.121938432671039,189.43990040936234,POINT (120.25683667609039 35.10482704455088)
0,15,177,119.97746665808853,34.999267825568474,15.508600101989241,42.7846005364554,POINT (119.97746665808853 34.999267825568474)
0,19,177,119.97058169078979,34.99749588093263,13.620402046586399,307.09791573150545,POINT (119.97058169078979 34.99749588093263)
0,25,177,119.99610247217426,34.92823247247237,11.216458923390814,53.71807002443451,POINT (119.99610247217426 34.92823247247237)
0,28,177,120.00950726386698,34.98079919327963,20.0,353.80216794769865,POINT (120.00950726386698 34.98079919327963)
0,49,177,119.99245320358965,34.95565458912778,11.517902596276057,251.11085560298193,POINT (119.99245320358965 34.95565458912778)
0,74,177,119.96976952532607,34.971298940827765,20.0,4.738824777447292,POINT (119.96976952532607 34.971298940827765)
0,89,177,120.03880541636558,34.975657245017565,15.64048666919929,240.25069463534228,POINT (120.03880541636558 34.975657245017565)
0,91,177,120.02908898508385,34.97385992053129,4.2924674328102075,230.1273471580998,POINT (120.02908898508385 34.97385992053129)
0,98,177,120.05155379823105,34.96498184650448,2.5055882635559747,48.09595990921045,POINT (120.05155379823105 34.96498184650448)
0,108,177,119.91179488323726,34.88309913456527,6.360855623364598,207.70108695923903,POINT (119.91179488323726 34.88309913456527)
1,35,177,120.16314031435685,34.82928018122265,11.935114728492197,299.4482653632696,POINT (120.16314031435685 34.82928018122265)
1,37,177,120.17890104921837,34.8255426989478,9.780495255534042,143.58540826693627,POINT (120.17890104921837 34.8255426989478)
1,39,177,120.1191768061504,34.90395208578,19.030926184366926,127.87178132766518,POINT (120.1191768061504 34.90395208578)
1,53,177,120.17391435744452,34.90737411396742,20.0,88.64797379448599,POINT (120.17391435744452 34.90737411396742)
1,78,177,120.20073387102094,34.81955332316648,20.0,257.50048464423764,POINT (120.20073387102094 34.81955332316648)
1,92,177,120.07373857129518,34.84209590206356,13.499970725192792,111.93390737661393,POINT (120.07373857129518 34.84209590206356)
1,101,177,120.09398669854784,34.766848096303214,13.05542094958858,122.37890993981308,POINT (120.09398669854784 34.766848096303214)
1,3,177,120.16038314059801,34.88111674171563,7.559702043557865,64.80700239118323,POINT (120.16038314059801 34.88111674171563)
1,8,177,120.14409077023537,34.86708249325852,7.914691299091563,4.027632937671058,POINT (120.14409077023537 34.86708249325852)
2,23,177,120.08795860996229,35.05407849959576,5.975515046453129,350.29284330803426,POINT (120.08795860996229 35.05407849959576)
2,28,177,120.02662356817109,35.01808041755358,18.414046045623422,302.7997836055452,POINT (120.02662356817109 35.01808041755358)
2,33,177,120.07445116688,35.05358638231885,7.701333724058772,299.80175288235006,POINT (120.07445116688 35.05358638231885)
2,41,177,120.10546036978347,35.1323506027768,20.0,310.23739247946315,POINT (120.10546036978347 35.1323506027768)
2,67,177,120.15352295225964,35.09187564340375,4.945401097054236,282.227884569776,POINT (120.15352295225964 35.09187564340375)
2,77,177,120.12575238674737,35.03204865265561,8.934636496904886,173.2106701891473,POINT (120.12575238674737 35.03204865265561)
2,89,177,120.05559250782474,35.01250237248183,20.0,261.43687054704026,POINT (120.05559250782474 35.01250237248183)
2,91,177,120.04675245402689,35.01020586035875,8.191670929740052,232.12968817878274,POINT (120.04675245402689 35.01020586035875)
2,95,177,120.02042539283799,35.11642377290036,16.278879006181285,235.756737601959,POINT (120.02042539283799 35.11642377290036)
3,21,177,120.09940863952458,34.962124609468,5.1229317257716644,142.16617379357027,POINT (120.09940863952458 34.962124609468)
3,35,177,120.16835271368909,34.83976592185219,7.467342850854461,61.13114620950955,POINT (120.16835271368909 34.83976592185219)
3,37,177,120.18303368939645,34.836311582039684,14.813643736703225,149.79430815108486,POINT (120.18303368939645 34.836311582039684)
3,39,177,120.12366615776422,34.9146195634052,12.320907909902788,121.92496233729798,POINT (120.12366615776422 34.9146195634052)
3,52,177,120.20787065826883,34.95822951316921,11.579808606581729,208.2178247987527,POINT (120.20787065826883 34.95822951316921)
3,53,177,120.17795485019394,34.91817861797964,20.0,340.5934409036437,POINT (120.17795485019394 34.91817861797964)
3,98,177,120.09112042302866,34.96069836935092,6.8764878505195535,126.24088569579528,POINT (120.09112042302866 34.96069836935092)
4,30,177,119.88275956194603,35.257358846210586,17.967438617268442,250.34592815240103,POINT (119.88275956194603 35.257358846210586)
4,31,177,119.94827833207067,35.141859086398014,17.462484671116467,352.3961226568217,POINT (119.94827833207067 35.141859086398014)
4,32,177,119.82909002547125,35.170551044017586,13.559122608234604,290.4002493235164,POINT (119.82909002547125 35.170551044017586)
4,40,177,119.8479539979315,35.13773734893128,16.40364432567875,109.03882198044468,POINT (119.8479539979315 35.13773734893128)
4,60,177,119.83667184286,35.19870689361966,10.202762369460082,95.47574777530727,POINT (119.83667184286 35.19870689361966)
4,73,177,119.88353762484675,35.15351047627568,17.82604565582179,66.969959178627,POINT (119.88353762484675 35.15351047627568)
4,76,177,119.95063786055755,35.19214940384532,7.846381559747765,45.77630188005028,POINT (119.95063786055755 35.19214940384532)
4,83,177,119.84975349143514,35.264528229815895,10.419233979780255,143.8862047501898,POINT (119.84975349143514 35.264528229815895)
4,84,177,119.86883067943435,35.16325823247095,12.024046331611256,132.14784578374,POINT (119.86883067943435 35.16325823247095)
4,96,177,119.84875604714414,35.16385180630021,15.06864018344751,347.1338396351863,POINT (119.84875604714414 35.16385180630021)
4,106,177,119.87593098306591,35.144834582451516,9.01812460904068,97.11394279441086,POINT (119.87593098306591 35.144834582451516)
5,10,177,119.87701885472187,35.0644059387762,11.554837606145314,165.86819609691148,POINT (119.87701885472187 35.0644059387762)
5,17,177,119.81354206549287,34.97309758917646,14.915667928706617,106.44684742451905,POINT (119.81354206549287 34.97309758917646)
5,18,177,119.78867457035192,35.04962651371709,16.088604293362238,263.6183873721032,POINT (119.78867457035192 35.04962651371709)
5,59,177,119.87568719721743,35.0077229395321,18.52318454294415,101.14546576549559,POINT (119.87568719721743 35.0077229395321)
5,79,177,119.79673922588498,35.063891315166096,5.9909856070655465,297.146641190892,POINT (119.79673922588498 35.063891315166096)
5,102,177,119.85406726296365,34.93883341029749,16.679935595073477,275.9100639002483,POINT (119.85406726296365 34.93883341029749)
6,47,177,119.8975647457331,34.788773464363935,12.173680927158932,158.57066802947358,POINT (119.8975647457331 34.788773464363935)
6,51,177,119.86603210527035,34.85053683783396,10.015644761970318,200.8595235654441,POINT (119.86603210527035 34.85053683783396)
6,55,177,119.96327939860011,34.81944742906158,7.417288450328661,76.14068466387127,POINT (119.96327939860011 34.81944742906158)
6,75,177,119.89612473723781,34.88843783443288,5.5838540495651685,348.61801218513915,POINT (119.89612473723781 34.88843783443288)
6,86,177,119.8748914176872,34.835091360004874,8.484124142374302,124.94083781634697,POINT (119.8748914176872 34.835091360004874)
6,99,177,119.89690114828723,34.76509439900551,10.376570079279151,93.83384512308474,POINT (119.89690114828723 34.76509439900551)
6,108,177,119.89850404203163,34.85855355951775,12.721992639942295,214.12609092509908,POINT (119.89850404203163 34.85855355951775)
6,7,177,119.99611364585775,34.81754013931685,20.0,154.24984939783076,POINT (119.99611364585775 34.81754013931685)
7,39,177,120.09157123398043,34.897188191314704,14.19388905695856,224.70847143778374,POINT (120.09157123398043 34.897188191314704)
7,55,177,119.983630692115,34.82206140109925,3.148826467719635,211.3518701787412,POINT (119.983630692115 34.82206140109925)
7,92,177,120.04697922171498,34.835443006141624,16.527895661345198,31.660692759394365,POINT (120.04697922171498 34.835443006141624)
7,100,177,120.0054307643704,34.80787470099254,10.15223299662058,211.51047432291426,POINT (120.0054307643704 34.80787470099254)
7,101,177,120.06670706435453,34.76009401786386,7.823296904910772,70.51595378586518,POINT (120.06670706435453 34.76009401786386)
8,37,177,120.17916242681615,34.83182665384153,8.488445962890314,154.01545829838767,POINT (120.17916242681615 34.83182665384153)
8,50,177,120.0831779219153,34.93464892333808,20.0,63.87379474236411,POINT (120.0831779219153 34.93464892333808)
8,92,177,120.0742139565465,34.84837526385874,18.509973787913566,61.386670948980566,POINT (120.0742139565465 34.84837526385874)
8,3,177,120.15992540609024,34.887421946982144,7.721980088464547,19.441677752108717,POINT (120.15992540609024 34.887421946982144)
9,13,177,120.23766683976501,35.00498195912653,8.271237757717763,312.05933728931745,POINT (120.23766683976501 35.00498195912653)
9,26,177,120.25413494693348,34.99319828220854,15.489401747131122,303.104276902886,POINT (120.25413494693348 34.99319828220854)
9,27,177,120.15881030484933,35.0509123896476,14.04964115524214,277.38570060735765,POINT (120.15881030484933 35.0509123896476)
9,42,177,120.1816398822852,35.051565414974384,10.84199643288646,109.65625357943603,POINT (120.1816398822852 35.051565414974384)
9,43,177,120.25712813950796,35.04405131013603,13.118188739648106,12.275163813035931,POINT (120.25712813950796 35.04405131013603)
9,52,177,120.21561679569957,34.99247997638971,16.315195146797876,118.97558884153702,POINT (120.21561679569957 34.99247997638971)
0,15,181,119.97725710314245,34.99984642609651,20.0,71.96918584834464,POINT (119.97725710314245 34.99984642609651)
0,19,181,119.97035857537651,34.997369166504086,14.699245255597,219.48910708694632,POINT (119.97035857537651 34.997369166504086)
0,25,181,119.99696806219455,34.928611598165205,12.126682686574915,29.744963532738264,POINT (119.99696806219455 34.928611598165205)
0,28,181,120.00944701623514,34.98139148821845,18.244832298365804,58.13265927924135,POINT (120.00944701623514 34.98139148821845)
0,49,181,119.99271015696988,34.955719781480546,9.181927756033332,346.23571747841413,POINT (119.99271015696988 34.955719781480546)
0,89,181,120.03832259448922,34.97584534073382,20.0,221.08696210974827,POINT (120.03832259448922 34.97584534073382)
0,91,181,120.02932321818855,34.97391066574089,5.126947018775091,78.79127052291567,POINT (120.02932321818855 34.97391066574089)
0,92,181,120.03887399603454,34.857855937917094,14.139942679295501,144.61989176799221,POINT (120.03887399603454 34.857855937917094)
0,98,181,120.05147944974603,34.965365380228945,2.2151424348886275,129.103585995988,POINT (120.05147944974603 34.965365380228945)
0,108,181,119.91191979915139,34.88278922382502,7.2032041752851566,47.67042457141528,POINT (119.91191979915139 34.88278922382502)
1,37,181,120.17858435282082,34.82490664324889,15.67356023395397,287.7425881540347,POINT (120.17858435282082 34.82490664324889)
1,78,181,120.20104727757837,34.81926117122846,20.0,220.82435775939297,POINT (120.20104727757837 34.81926117122846)
1,101,181,120.09451639377191,34.766720653709186,6.060867675031369,25.529400516296974,POINT (120.09451639377191 34.766720653709186)
1,3,181,120.16014141745397,34.88095788677975,11.587739316936098,345.92079053171454,POINT (120.16014141745397 34.88095788677975)
2,28,181,120.02645839078959,35.01804792195062,20.0,32.366849329347644,POINT (120.02645839078959 35.01804792195062)
2,42,181,120.15145323893469,35.05763291055768,10.323363220330794,86.33310470512615,POINT (120.15145323893469 35.05763291055768)
2,67,181,120.1532891950152,35.09148389180551,10.655108275860798,252.0245681136655,POINT (120.1532891950152 35.09148389180551)
2,77,181,120.12616773136195,35.03157105292797,4.47295926666934,72.64635108721154,POINT (120.12616773136195 35.03157105292797)
2,89,181,120.05515932526005,35.01198276987239,18.872322804388943,189.862468258899,POINT (120.05515932526005 35.01198276987239)
3,35,181,120.16783800664075,34.8399228538847,11.0647921125855,327.79324719510424,POINT (120.16783800664075 34.8399228538847)
3,37,181,120.18255098879699,34.83597090630259,13.690206057168853,264.4992561830086,POINT (120.18255098879699 34.83597090630259)
3,39,181,120.123869705957,34.914806156586245,16.796455371000842,221.82120582530402,POINT (120.123869705957 34.914806156586245)
3,52,181,120.20785070288198,34.957540935302106,13.479482876849232,113.85618599155652,POINT (120.20785070288198 34.957540935302106)
3,53,181,120.17787910098885,34.91872869956451,17.680538840816762,329.1036427054257,POINT (120.17787910098885 34.91872869956451)
3,78,181,120.20499214380678,34.83027579051743,20.0,83.17292415533923,POINT (120.20499214380678 34.83027579051743)
3,98,181,120.09146830261773,34.960471818782445,3.895178669322891,176.85119836078735,POINT (120.09146830261773 34.960471818782445)
4,30,181,119.88275975164679,35.25784097209708,18.462920262767433,337.8456394372956,POINT (119.88275975164679 35.25784097209708)
4,31,181,119.94785582617138,35.142330105439974,13.544952021011442,320.7280410023664,POINT (119.94785582617138 35.142330105439974)
4,32,181,119.82932477511834,35.170414510568826,4.094047276869732,274.7764367434055,POINT (119.82932477511834 35.170414510568826)
4,73,181,119.88352808688416,35.1533116858863,14.949479566653812,178.36988229211136,POINT (119.88352808688416 35.1533116858863)
4,76,181,119.95070614935847,35.19201233580521,2.0,357.6516742507024,POINT (119.95070614935847 35.19201233580521)
4,83,181,119.85061101344816,35.26491845057969,2.0,334.67757150026307,POINT (119.85061101344816 35.26491845057969)
4,84,181,119.8690674471498,35.16338001075031,12.075264206178819,133.969761782226,POINT (119.8690674471498 35.16338001075031)
4,96,181,119.84873007260576,35.163225109411634,12.589327301377605,325.2524980618739,POINT (119.84873007260576 35.163225109411634)
5,17,181,119.81461948824914,34.972914903017895,12.70574534240816,35.57366621870824,POINT (119.81461948824914 34.972914903017895)
5,18,181,119.78825613008942,35.04977888011175,14.488823776311422,323.0373100977841,POINT (119.78825613008942 35.04977888011175)
5,34,181,119.91251111549111,35.05825679155765,7.359589819165248,113.89482646782037,POINT (119.91251111549111 35.05825679155765)
5,59,181,119.87562019771485,35.00779917919806,13.907077964344726,62.26750246300794,POINT (119.87562019771485 35.00779917919806)
5,70,181,119.88090405856096,35.06788706965801,4.52128184911628,36.952563111214886,POINT (119.88090405856096 35.06788706965801)
5,79,181,119.79668365671675,35.063844446027325,9.92459175007173,255.37593196165028,POINT (119.79668365671675 35.063844446027325)
5,102,181,119.85362693468699,34.93905679193975,16.08135732241224,312.72027055799003,POINT (119.85362693468699 34.93905679193975)
6,12,181,119.84952790591917,34.88917102710824,20.0,358.84452480649367,POINT (119.84952790591917 34.88917102710824)
6,47,181,119.89731373501881,34.78856645919504,15.674526825368012,109.82568464997212,POINT (119.89731373501881 34.78856645919504)
6,51,181,119.86564282741963,34.850234954129924,10.961457244991779,111.71088339832872,POINT (119.86564282741963 34.850234954129924)
6,75,181,119.8962581328723,34.88823610606918,9.072640057386117,264.34109721928405,POINT (119.8962581328723 34.88823610606918)
6,82,181,119.8837732518768,34.85444125526226,5.616730593307657,136.1284145849704,POINT (119.8837732518768 34.85444125526226)
6,86,181,119.87542609986804,34.835169592651674,13.006230827868585,29.975312528200334,POINT (119.87542609986804 34.835169592651674)
